date,dex_sl_us
5/6/2024,297.19
5/7/2024,299.4
5/8/2024,298.4
5/9/2024,298.6
5/10/2024,298.5
5/13/2024,300
5/14/2024,300.5
5/15/2024,301.78
5/16/2024,300.6
5/17/2024,299.3
5/20/2024,299.55
5/21/2024,299.8
5/22/2024,299.9
5/23/2024,299.76
5/24/2024,299.61
5/28/2024,301.7
5/29/2024,301.4
5/30/2024,301.85
5/31/2024,301.8
6/3/2024,301.8
6/4/2024,302.05
6/5/2024,302.25
6/6/2024,302.8
6/7/2024,302.5
6/10/2024,303.1
6/11/2024,303.2
6/12/2024,303.7
6/13/2024,303.75
6/14/2024,303.8
6/17/2024,303.56
6/18/2024,304.6
6/20/2024,305.1
6/21/2024,304.88
6/24/2024,305
6/25/2024,305.1
6/26/2024,305.3
6/27/2024,305.5
6/28/2024,305.9
7/1/2024,305
7/2/2024,302.5
7/3/2024,304.2
7/5/2024,304.5
7/8/2024,304.25
7/9/2024,303.9
7/10/2024,303.6
7/11/2024,302.8
7/12/2024,301.65
7/15/2024,302.3
7/16/2024,301.91
7/17/2024,303.41
7/18/2024,303.7
7/19/2024,303.5
7/22/2024,303.75
7/23/2024,303.5
7/24/2024,303.4
7/25/2024,303.2
7/26/2024,302.9
7/29/2024,302.6
7/30/2024,302.4
7/31/2024,302.25
8/1/2024,302.2
8/2/2024,301.8
8/5/2024,302.3
8/6/2024,302
8/7/2024,301.5
8/8/2024,300.8
8/9/2024,299.95
8/12/2024,299.4
8/13/2024,299.05
8/14/2024,299.1
8/15/2024,298.9
8/16/2024,298.7
8/19/2024,298.5
8/20/2024,299.4
8/21/2024,300.25
8/22/2024,301
8/23/2024,299.7
8/26/2024,300.7
8/27/2024,300.3
8/28/2024,300.5
8/29/2024,300
8/30/2024,299.02
9/3/2024,299
9/4/2024,298.85
9/5/2024,298.75
9/6/2024,298.9
9/9/2024,300.8
9/10/2024,300.5
9/11/2024,300.8
9/12/2024,301.3
9/13/2024,301.24
9/16/2024,301.75
9/17/2024,301.6
9/18/2024,303.2
9/19/2024,304.2
9/20/2024,304.84
9/23/2024,304.1
9/24/2024,303
9/25/2024,300.5
9/26/2024,299.7
9/27/2024,298.7
9/30/2024,296
10/1/2024,294.75
10/2/2024,295
10/3/2024,293.8
10/4/2024,293.8
10/7/2024,293.2
10/8/2024,293
10/9/2024,292.9
10/10/2024,292.7
10/11/2024,292.7
10/15/2024,293
10/16/2024,292.8
10/17/2024,292.6
10/18/2024,292.9
10/21/2024,293
10/22/2024,293.1
10/23/2024,293.3
10/24/2024,293.55
10/25/2024,293.4
10/28/2024,293.55
10/29/2024,293.6
10/30/2024,292.9
10/31/2024,292.53
11/1/2024,292.9
11/4/2024,293.1
11/5/2024,293
11/6/2024,292.75
11/7/2024,292.55
11/8/2024,292.5
11/12/2024,292.35
11/13/2024,292.2
11/14/2024,292.1
11/15/2024,291.92
11/18/2024,291.3
11/19/2024,290.9
11/20/2024,290.9
11/21/2024,290.9
11/22/2024,291
11/25/2024,290.9
11/26/2024,291.1
11/27/2024,290.9
11/29/2024,290.6
12/2/2024,290.6
12/3/2024,290.45
12/4/2024,290.35
12/5/2024,290.25
12/6/2024,290.25
12/9/2024,290.3
12/10/2024,290.2
12/11/2024,290.15
12/12/2024,290.15
12/13/2024,290.15
12/16/2024,290.7
12/17/2024,291
12/18/2024,291.3
12/19/2024,292.8
12/20/2024,293.16
12/23/2024,295.71
12/24/2024,294.5
12/26/2024,293.9
12/27/2024,292
12/30/2024,292.35
12/31/2024,293
1/2/2025,293.1
1/3/2025,293.34
1/6/2025,295.5
1/7/2025,295.25
1/8/2025,295.8
1/9/2025,294.5
1/10/2025,294.4
1/13/2025,294.42
1/14/2025,294.42
1/15/2025,295.5
1/16/2025,296.2
1/17/2025,296.3
1/21/2025,297.4
1/22/2025,298.5
1/23/2025,298.5
1/24/2025,298.1
1/27/2025,298.4
1/28/2025,296.8
1/29/2025,296.4
1/30/2025,297.4
1/31/2025,297.8
2/3/2025,299.4
2/4/2025,299.22
2/5/2025,298.4
2/6/2025,298.1
2/7/2025,297.1
2/10/2025,296.7
2/11/2025,296.8
2/12/2025,296.6
2/13/2025,295.7
2/14/2025,295.5
2/18/2025,296
2/19/2025,296.8
2/20/2025,296
2/21/2025,295.7
2/24/2025,295.55
2/25/2025,295.5
2/26/2025,295.47
2/27/2025,295.25
2/28/2025,295.2
3/3/2025,295.2
3/4/2025,295.14
3/5/2025,295.07
3/6/2025,295.5
3/7/2025,295.4
3/10/2025,295.4
3/11/2025,295.4
3/12/2025,295.3
3/13/2025,295.2
3/14/2025,296.3
3/17/2025,296.3
3/18/2025,296
3/19/2025,296.3
3/20/2025,296.4
3/21/2025,296.3
3/24/2025,296.59
3/25/2025,296.4
3/26/2025,296.3
3/27/2025,296.2
3/28/2025,296.15
3/31/2025,296.02
4/1/2025,296.05
4/2/2025,296
4/3/2025,296.8
4/4/2025,296.6
4/7/2025,297.75
4/8/2025,298.58
4/9/2025,300.75
4/10/2025,297.07
4/11/2025,297.9
4/14/2025,298.01
4/15/2025,297.73
4/16/2025,298.19
4/17/2025,298.85
4/18/2025,298.66
4/21/2025,299.2
4/22/2025,299.8
4/23/2025,299.6
4/24/2025,299.9
4/25/2025,299.55
4/28/2025,299.55
4/29/2025,299.45
4/30/2025,299.45
5/1/2025,299.42
5/2/2025,299.45
5/5/2025,299.45
5/6/2025,299.4
5/7/2025,299.3
5/8/2025,299.05
5/9/2025,298.8
5/12/2025,298.68
5/13/2025,298.63
5/14/2025,298.6
5/15/2025,298.45
5/16/2025,299.1
5/19/2025,299.9
5/20/2025,300.3
5/21/2025,299.5
5/22/2025,299.25
5/23/2025,299.35
5/27/2025,299.55
5/28/2025,299.4
5/29/2025,299.25
5/30/2025,299.4
6/2/2025,299.45
6/3/2025,299.3
6/4/2025,299.25
6/5/2025,299.1
6/6/2025,299
6/9/2025,299
6/10/2025,298.89
6/11/2025,298.9
6/12/2025,299
6/13/2025,299.7
6/16/2025,300.7
6/17/2025,300.33
6/18/2025,300.4
6/20/2025,300.4
6/23/2025,300.57
6/24/2025,300.4
6/25/2025,300.1
6/26/2025,299.9
6/27/2025,299.8
6/30/2025,299.95
